gens,best_fitness,avg_fitness,best_gene
1,0.00018653236336504383,0.0001502740818737371,"[8, 7, 10, 4, 12, 2, 5, 13, 11, 6, 3, 0, 1, 9]"
2,0.00018653236336504383,0.00015091765892872252,"[8, 7, 10, 4, 12, 2, 5, 13, 11, 6, 3, 0, 1, 9]"
3,0.00018653236336504383,0.00015172942999571853,"[8, 7, 10, 4, 12, 2, 5, 13, 11, 6, 3, 0, 1, 9]"
4,0.00018653236336504383,0.00015279203283537644,"[8, 7, 10, 4, 12, 2, 5, 13, 11, 6, 3, 0, 1, 9]"
5,0.00018653236336504383,0.00015383607196416384,"[8, 7, 10, 4, 12, 2, 5, 13, 11, 6, 3, 0, 1, 9]"
6,0.00018653236336504383,0.0001545079847945919,"[8, 7, 10, 4, 12, 2, 5, 13, 11, 6, 3, 0, 1, 9]"
7,0.00020173492031470649,0.00015553789107442743,"[0, 10, 6, 5, 2, 12, 8, 9, 7, 13, 3, 4, 11, 1]"
8,0.00020173492031470649,0.0001561836711373995,"[0, 10, 6, 5, 2, 12, 8, 9, 7, 13, 3, 4, 11, 1]"
9,0.00021724961981316532,0.00015744198334339713,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
10,0.00021724961981316532,0.00015875502576804434,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
11,0.00021724961981316532,0.00015923603455495817,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
12,0.00021724961981316532,0.00015970375051209567,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
13,0.00021724961981316532,0.00016059231030784188,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
14,0.00021724961981316532,0.0001611397041635034,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
15,0.00021724961981316532,0.00016186661518054337,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
16,0.00021724961981316532,0.00016243068482382276,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
17,0.00021724961981316532,0.0001628861270705239,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
18,0.00021724961981316532,0.0001635041308024331,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
19,0.00021724961981316532,0.00016449203236737793,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
20,0.00021724961981316532,0.00016516802870131903,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
21,0.00021724961981316532,0.0001657422294338082,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
22,0.00021724961981316532,0.0001665694185908018,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
23,0.00021724961981316532,0.00016726855698977872,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
24,0.00021724961981316532,0.00016851448224737317,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
25,0.00021724961981316532,0.0001691227932333653,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
26,0.00021724961981316532,0.00017033819314267925,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
27,0.00021724961981316532,0.00017083733336036,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
28,0.00021724961981316532,0.00017174502865442102,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
29,0.00021724961981316532,0.00017281038510313075,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
30,0.00021724961981316532,0.00017401937872851356,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
31,0.00021724961981316532,0.00017445927352385712,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
32,0.00021724961981316532,0.00017479338949589516,"[0, 7, 10, 9, 8, 12, 11, 6, 2, 5, 13, 4, 3, 1]"
